Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Estimate; Speak only English,Total; Margin of Error; Speak only English
0500000US55137,55137,"Waushara County, Wisconsin",23289,92.2,0.8
0500000US12109,12109,"St. Johns County, Florida",187019,91.9,0.6
0500000US25001,25001,"Barnstable County, Massachusetts",206590,91.9,0.6
0500000US48049,48049,"Brown County, Texas",35647,91.6,1.4
0500000US51678,51678,"Lexington city, Virginia",6736,91.5,2.1
0500000US53029,53029,"Island County, Washington",74292,91.3,0.7
0500000US08035,8035,"Douglas County, Colorado",271976,91.2,0.4
0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",9101,91.1,2.1
0500000US12073,12073,"Leon County, Florida",263489,90.4,0.5
0500000US37041,37041,"Chowan County, North Carolina",13886,95.9,1.7
0500000US47111,47111,"Macon County, Tennessee",20814,95.9,1.4
0500000US13107,13107,"Emanuel County, Georgia",21061,95.3,0.9
0500000US28145,28145,"Union County, Mississippi",25442,95.3,0.7
0500000US17009,17009,"Brown County, Illinois",6625,94.5,1.1
0500000US31179,31179,"Wayne County, Nebraska",8988,94.5,1.3
0500000US37141,37141,"Pender County, North Carolina",50287,94.3,0.8
0500000US01125,1125,"Tuscaloosa County, Alabama",185067,94.2,0.4
0500000US40153,40153,"Woodward County, Oklahoma",19029,93.9,1.5
0500000US47093,47093,"Knox County, Tennessee",410922,93.7,0.3
0500000US48037,48037,"Bowie County, Texas",86876,93.7,0.7
0500000US42133,42133,"York County, Pennsylvania",410229,93.4,0.3
0500000US31057,31057,"Dundy County, Nebraska",1896,93.3,5.5
0500000US12079,12079,"Madison County, Florida",17931,93.1,1.4
0500000US38017,38017,"Cass County, North Dakota",143448,93.1,0.5
0500000US29111,29111,"Lewis County, Missouri",9560,93,3.6
0500000US12037,12037,"Franklin County, Florida",11051,92.7,1.2
0500000US48277,48277,"Lamar County, Texas",46527,92.7,0.8
0500000US17143,17143,"Peoria County, Illinois",174319,92.6,0.5
0500000US12131,12131,"Walton County, Florida",53348,92.5,0.8
0500000US36013,36013,"Chautauqua County, New York",126837,92.5,0.5
0500000US36039,36039,"Greene County, New York",46692,92.5,1
0500000US24041,24041,"Talbot County, Maryland",36125,92.1,1.2
0500000US51061,51061,"Fauquier County, Virginia",62218,91.5,0.7
0500000US08069,8069,"Larimer County, Colorado",288452,91,0.5
0500000US34037,34037,"Sussex County, New Jersey",140428,90.1,0.7
0500000US02090,2090,"Fairbanks North Star Borough, Alaska",90701,89.7,1
0500000US28099,28099,"Neshoba County, Mississippi",27334,88.9,1.6
0500000US19087,19087,"Henry County, Iowa",18944,95.6,0.9
0500000US31049,31049,"Deuel County, Nebraska",1877,95.2,2.6
0500000US37103,37103,"Jones County, North Carolina",9615,94.9,0.9
0500000US27045,27045,"Fillmore County, Minnesota",19483,94.4,0.9
0500000US12063,12063,"Jackson County, Florida",46807,94.3,0.6
0500000US37157,37157,"Rockingham County, North Carolina",87972,94.3,0.4
0500000US01109,1109,"Pike County, Alabama",31158,94.2,1.3
0500000US39077,39077,"Huron County, Ohio",55407,94.2,0.8
0500000US05123,5123,"St. Francis County, Arkansas",26049,94.1,1.1
0500000US27023,27023,"Chippewa County, Minnesota",11504,94.1,1.4
0500000US40149,40149,"Washita County, Oklahoma",10843,94,1.1
0500000US37137,37137,"Pamlico County, North Carolina",12545,93.9,1.2
0500000US19155,19155,"Pottawattamie County, Iowa",86799,93.8,0.5
0500000US37019,37019,"Brunswick County, North Carolina",104659,93.7,0.6
0500000US01089,1089,"Madison County, Alabama",318461,92.9,0.4
0500000US55055,55055,"Jefferson County, Wisconsin",79016,92.6,0.6
0500000US29047,29047,"Clay County, Missouri",209255,92.5,0.5
0500000US42041,42041,"Cumberland County, Pennsylvania",224761,92.2,0.5
0500000US12033,12033,"Escambia County, Florida",282110,92.1,0.5
0500000US08077,8077,"Mesa County, Colorado",137694,91.8,0.7
0500000US44003,44003,"Kent County, Rhode Island",157579,91.6,0.5
0500000US49045,49045,"Tooele County, Utah",53458,91,1.1
0500000US29195,29195,"Saline County, Missouri",21902,90.8,1.1
0500000US18057,18057,"Hamilton County, Indiana",261806,90.7,0.5
0500000US05127,5127,"Scott County, Arkansas",10454,90.6,1.9
0500000US51121,51121,"Montgomery County, Virginia",90685,89,0.9
0500000US55123,55123,"Vernon County, Wisconsin",27896,88.6,1.6
0500000US13011,13011,"Banks County, Georgia",17217,95.4,0.8
0500000US47117,47117,"Marshall County, Tennessee",28898,95.2,0.5
0500000US01005,1005,"Barbour County, Alabama",25730,95,0.9
0500000US51157,51157,"Rappahannock County, Virginia",7109,95,1.7
0500000US21035,21035,"Calloway County, Kentucky",35447,94.5,0.9
0500000US13305,13305,"Wayne County, Georgia",28090,94.4,0.8
0500000US01073,1073,"Jefferson County, Alabama",614784,94.1,0.2
0500000US40079,40079,"Le Flore County, Oklahoma",46885,94,0.5
0500000US51775,51775,"Salem city, Virginia",23718,93.9,0.9
0500000US01083,1083,"Limestone County, Alabama",79877,93.6,0.5
0500000US42001,42001,"Adams County, Pennsylvania",96031,93.4,0.5
0500000US51750,51750,"Radford city, Virginia",16172,93.3,1.5
0500000US13027,13027,"Brooks County, Georgia",14892,93.2,1.3
0500000US27145,27145,"Stearns County, Minnesota",141388,93.1,0.5
0500000US51161,51161,"Roanoke County, Virginia",88248,93.1,0.6
0500000US45063,45063,"Lexington County, South Carolina",249124,93,0.3
0500000US55087,55087,"Outagamie County, Wisconsin",166383,92.9,0.4
0500000US37147,37147,"Pitt County, North Carolina",159388,92.8,0.5
0500000US39085,39085,"Lake County, Ohio",217665,92.8,0.4
0500000US55065,55065,"Lafayette County, Wisconsin",15753,92.8,1.3
0500000US42093,42093,"Montour County, Pennsylvania",17367,92.7,1.1
0500000US17063,17063,"Grundy County, Illinois",46542,92.6,1
0500000US06057,6057,"Nevada County, California",94271,92.3,0.8
0500000US23005,23005,"Cumberland County, Maine",268681,92.1,0.4
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",412638,92,0.4
0500000US19173,19173,"Taylor County, Iowa",5929,91.9,0.8
0500000US13183,13183,"Long County, Georgia",13940,91.8,2.2
0500000US34015,34015,"Gloucester County, New Jersey",272019,91.4,0.5
0500000US50009,50009,"Essex County, Vermont",5997,91.3,1.3
0500000US40001,40001,"Adair County, Oklahoma",20887,91.2,0.9
0500000US48359,48359,"Oldham County, Texas",1958,89.6,4.4
0500000US23001,23001,"Androscoggin County, Maine",100893,87.9,0.8
0500000US22001,22001,"Acadia Parish, Louisiana",57219,85.5,1.2
0500000US02164,2164,"Lake and Peninsula Borough, Alaska",1311,84.2,3.7
0500000US20109,20109,"Logan County, Kansas",2584,95.9,1.1
0500000US13287,13287,"Turner County, Georgia",8241,95.6,0.8
0500000US37009,37009,"Ashe County, North Carolina",25761,95.4,0.5
0500000US54031,54031,"Hardy County, West Virginia",13166,95.2,1.4
0500000US13229,13229,"Pierce County, Georgia",17337,95.1,0.9
0500000US05017,5017,"Chicot County, Arkansas",10824,95,1
0500000US18155,18155,"Switzerland County, Indiana",9746,95,2.3
0500000US13209,13209,"Montgomery County, Georgia",8492,94.8,1
0500000US01101,1101,"Montgomery County, Alabama",213195,94.3,0.3
0500000US39083,39083,"Knox County, Ohio",57199,94.3,1.3
0500000US13075,13075,"Cook County, Georgia",15811,94,0.9
0500000US29213,29213,"Taney County, Missouri",49128,93.8,1.3
0500000US21015,21015,"Boone County, Kentucky",112290,93.7,0.6
0500000US48299,48299,"Llano County, Texas",18426,93.7,1.3
0500000US21047,21047,"Christian County, Kentucky",67058,93.4,0.7
0500000US28047,28047,"Harrison County, Mississippi",176793,93.3,0.4
0500000US36031,36031,"Essex County, New York",37425,93.2,0.9
0500000US47155,47155,"Sevier County, Tennessee",85977,93.2,0.8
0500000US39017,39017,"Butler County, Ohio",345318,93.1,0.3
0500000US45019,45019,"Charleston County, South Carolina",335746,92.8,0.4
0500000US12119,12119,"Sumter County, Florida",96212,92.6,0.6
0500000US13219,13219,"Oconee County, Georgia",31384,92.6,1.2
0500000US06109,6109,"Tuolumne County, California",52445,92.4,0.7
0500000US41057,41057,"Tillamook County, Oregon",24022,92.3,1
0500000US45079,45079,"Richland County, South Carolina",365472,92.3,0.3
0500000US17101,17101,"Lawrence County, Illinois",15844,92.2,2.4
0500000US46045,46045,"Edmunds County, South Dakota",3855,92.2,3.9
0500000US51069,51069,"Frederick County, Virginia",74640,92.1,0.9
0500000US55073,55073,"Marathon County, Wisconsin",125880,91.9,0.4
0500000US40017,40017,"Canadian County, Oklahoma",110937,91.8,0.5
0500000US53035,53035,"Kitsap County, Washington",237960,91.2,0.5
0500000US21219,21219,"Todd County, Kentucky",11528,91.1,3
0500000US36007,36007,"Broome County, New York",189038,91.1,0.5
0500000US55081,55081,"Monroe County, Wisconsin",41726,91.1,1.1
0500000US08051,8051,"Gunnison County, Colorado",14522,90.8,1.8
0500000US27163,27163,"Washington County, Minnesota",226023,90.7,0.4
0500000US44005,44005,"Newport County, Rhode Island",78741,90.6,0.8
0500000US42027,42027,"Centre County, Pennsylvania",147887,90.4,0.5
0500000US26159,26159,"Van Buren County, Michigan",71088,90.1,0.6
0500000US13001,13001,"Appling County, Georgia",17221,89.9,1.1
0500000US48081,48081,"Coke County, Texas",3133,87.8,2.6
0500000US02105,2105,"Hoonah-Angoon Census Area, Alaska",2024,86.3,2.9
0500000US46137,46137,"Ziebach County, South Dakota",2526,76.6,3.7
0500000US13055,13055,"Chattooga County, Georgia",24213,95.4,0.5
0500000US28143,28143,"Tunica County, Mississippi",9742,95.3,1.5
0500000US21223,21223,"Trimble County, Kentucky",8306,95.1,1
0500000US13105,13105,"Elbert County, Georgia",18651,94.7,0.7
0500000US28013,28013,"Calhoun County, Mississippi",13851,94.7,0.6
0500000US51089,51089,"Henry County, Virginia",50628,94.3,0.4
0500000US28079,28079,"Leake County, Mississippi",21622,93.9,0.9
0500000US47011,47011,"Bradley County, Tennessee",94255,93.9,0.6
0500000US37013,37013,"Beaufort County, North Carolina",44878,93.8,0.8
0500000US45047,45047,"Greenwood County, South Carolina",65097,93.7,0.6
0500000US49001,49001,"Beaver County, Utah",5942,93.5,2.1
0500000US56041,56041,"Uinta County, Wyoming",19370,93.4,1.9
0500000US48365,48365,"Panola County, Texas",22329,93.3,0.7
0500000US29097,29097,"Jasper County, Missouri",108014,93,0.5
0500000US40119,40119,"Payne County, Oklahoma",73374,93,0.7
0500000US41041,41041,"Lincoln County, Oregon",43807,93,1.1
0500000US48241,48241,"Jasper County, Texas",33377,93,0.9
0500000US37077,37077,"Granville County, North Carolina",54999,92.9,0.7
0500000US13261,13261,"Sumter County, Georgia",29808,92.8,0.8
0500000US27033,27033,"Cottonwood County, Minnesota",10974,92.7,1.2
0500000US29165,29165,"Platte County, Missouri",85202,92.7,0.7
0500000US27147,27147,"Steele County, Minnesota",33906,91.9,1.1
0500000US16001,16001,"Ada County, Idaho",374109,91.6,0.5
0500000US20177,20177,"Shawnee County, Kansas",166126,91.6,0.6
0500000US37099,37099,"Jackson County, North Carolina",38382,91.6,1.3
0500000US06089,6089,"Shasta County, California",167655,91.3,0.6
0500000US51047,51047,"Culpeper County, Virginia",44112,91.3,1
0500000US12047,12047,"Hamilton County, Florida",13916,91.2,0.9
0500000US41039,41039,"Lane County, Oregon",335454,91.1,0.4
0500000US32005,32005,"Douglas County, Nevada",44875,91,1
0500000US48337,48337,"Montague County, Texas",18450,90.9,1.5
0500000US29061,29061,"Daviess County, Missouri",7757,90.7,3.2
0500000US06005,6005,"Amador County, California",36132,90.4,1.2
0500000US09007,9007,"Middlesex County, Connecticut",157765,89.6,0.6
0500000US48133,48133,"Eastland County, Texas",17426,89.3,1.7
0500000US40031,40031,"Comanche County, Oklahoma",115098,88.5,0.8
0500000US35037,35037,"Quay County, New Mexico",8401,75.6,2.2
0500000US13165,13165,"Jenkins County, Georgia",8243,95.9,2.3
0500000US20049,20049,"Elk County, Kansas",2657,94.9,2.5
0500000US28067,28067,"Jones County, Mississippi",63148,94.7,0.7
0500000US48387,48387,"Red River County, Texas",12070,94.5,1.4
0500000US22043,22043,"Grant Parish, Louisiana",20780,94.4,0.8
0500000US39005,39005,"Ashland County, Ohio",50119,94.3,1.7
0500000US47147,47147,"Robertson County, Tennessee",62030,94.1,0.5
0500000US18181,18181,"White County, Indiana",23047,94,1.4
0500000US31045,31045,"Dawes County, Nebraska",8721,94,2.6
0500000US19143,19143,"Osceola County, Iowa",5932,93.6,0.8
0500000US29145,29145,"Newton County, Missouri",54721,93.2,0.5
0500000US17141,17141,"Ogle County, Illinois",50184,92.8,0.6
0500000US34033,34033,"Salem County, New Jersey",61963,92.8,0.8
0500000US53015,53015,"Cowlitz County, Washington",95579,92.6,0.7
0500000US37055,37055,"Dare County, North Carolina",32549,92.5,1.1
0500000US19013,19013,"Black Hawk County, Iowa",123173,92.3,0.5
0500000US22075,22075,"Plaquemines Parish, Louisiana",21667,91.8,2
0500000US41007,41007,"Clatsop County, Oregon",35189,91.8,1
0500000US17091,17091,"Kankakee County, Illinois",105674,91.7,0.6
0500000US29019,29019,"Boone County, Missouri",155586,91.7,0.7
0500000US38029,38029,"Emmons County, North Dakota",3339,91.7,1.6
0500000US50007,50007,"Chittenden County, Vermont",149900,91.6,0.5
0500000US51165,51165,"Rockingham County, Virginia",72308,91.5,0.7
0500000US29189,29189,"St. Louis County, Missouri",941288,91.3,0.2
0500000US10001,10001,"Kent County, Delaware",153943,91.1,0.6
0500000US48225,48225,"Houston County, Texas",22094,91.1,1.2
0500000US19169,19169,"Story County, Iowa",86267,90.7,0.7
0500000US53037,53037,"Kittitas County, Washington",39314,90.7,1
0500000US20169,20169,"Saline County, Kansas",51717,90.5,0.9
0500000US25015,25015,"Hampshire County, Massachusetts",153250,90.2,0.7
0500000US26149,26149,"St. Joseph County, Michigan",56900,90.1,0.8
0500000US29199,29199,"Scotland County, Missouri",4443,90.1,3.5
0500000US19171,19171,"Tama County, Iowa",16618,89.5,1.2
0500000US22007,22007,"Assumption Parish, Louisiana",21882,84.5,1.9
0500000US38013,38013,"Burke County, North Dakota",1946,95.1,1.8
0500000US47171,47171,"Unicoi County, Tennessee",17405,95,0.6
0500000US19131,19131,"Mitchell County, Iowa",10120,94.5,2
0500000US37091,37091,"Hertford County, North Carolina",23202,94.3,1
0500000US47065,47065,"Hamilton County, Tennessee",320560,93.3,0.3
0500000US05115,5115,"Pope County, Arkansas",58138,93.1,0.7
0500000US29129,29129,"Mercer County, Missouri",3512,92.4,3.2
0500000US48343,48343,"Morris County, Texas",12063,92.4,0.6
0500000US45015,45015,"Berkeley County, South Carolina",171069,92.2,0.5
0500000US53063,53063,"Spokane County, Washington",443933,92.2,0.4
0500000US48147,48147,"Fannin County, Texas",31918,92,1.4
0500000US12077,12077,"Liberty County, Florida",7901,91.9,2.8
0500000US25007,25007,"Dukes County, Massachusetts",15866,91.6,3
0500000US55105,55105,"Rock County, Wisconsin",150230,91.6,0.4
0500000US48367,48367,"Parker County, Texas",111341,91.5,0.6
0500000US55047,55047,"Green Lake County, Wisconsin",18020,91.5,1.5
0500000US29059,29059,"Dallas County, Missouri",15662,91.3,3.4
0500000US27019,27019,"Carver County, Minnesota",86275,91,0.9
0500000US13215,13215,"Muscogee County, Georgia",180386,90.9,0.5
0500000US13225,13225,"Peach County, Georgia",25768,90.5,1.8
0500000US12091,12091,"Okaloosa County, Florida",173539,90.4,0.5
0500000US20071,20071,"Greeley County, Kansas",1145,90.3,4
0500000US47125,47125,"Montgomery County, Tennessee",162058,90.1,0.8
0500000US12009,12009,"Brevard County, Florida",519286,89.9,0.3
0500000US08059,8059,"Jefferson County, Colorado",510824,89.7,0.4
0500000US51830,51830,"Williamsburg city, Virginia",14213,89.7,1.6
0500000US48345,48345,"Motley County, Texas",1131,89.5,4.7
0500000US13179,13179,"Liberty County, Georgia",58131,89.1,0.9
0500000US22097,22097,"St. Landry Parish, Louisiana",77111,89.1,0.7
0500000US08017,8017,"Cheyenne County, Colorado",2019,88.6,5.3
0500000US05071,5071,"Johnson County, Arkansas",23858,87.9,1.5
0500000US29169,29169,"Pulaski County, Missouri",48832,87.7,1.1
0500000US21017,21017,"Bourbon County, Kentucky",18760,93.7,1
0500000US01081,1081,"Lee County, Alabama",135736,93.1,0.5
0500000US13015,13015,"Bartow County, Georgia",93575,93.1,0.6
0500000US21083,21083,"Graves County, Kentucky",34736,93.1,1
0500000US51570,51570,"Colonial Heights city, Virginia",16530,92.8,2
0500000US37059,37059,"Davie County, North Carolina",39081,92.6,0.7
0500000US37071,37071,"Gaston County, North Carolina",194139,92.6,0.4
0500000US29141,29141,"Morgan County, Missouri",19180,92.4,2.4
0500000US13045,13045,"Carroll County, Georgia",103516,92.3,0.5
0500000US37049,37049,"Craven County, North Carolina",96348,92.3,0.6
0500000US45071,45071,"Newberry County, South Carolina",35156,92.3,0.8
0500000US13051,13051,"Chatham County, Georgia",252267,92,0.4
0500000US26023,26023,"Branch County, Michigan",41506,91.9,0.9
0500000US42109,42109,"Snyder County, Pennsylvania",37484,90.9,1.3
0500000US51177,51177,"Spotsylvania County, Virginia",116209,90.5,0.6
0500000US18141,18141,"St. Joseph County, Indiana",249124,90.4,0.4
0500000US51710,51710,"Norfolk city, Virginia",227400,90.4,0.5
0500000US02110,2110,"Juneau City and Borough, Alaska",29903,90.1,1.1
0500000US06003,6003,"Alpine County, California",1122,90.1,4.3
0500000US12053,12053,"Hernando County, Florida",165059,89.5,0.6
0500000US42103,42103,"Pike County, Pennsylvania",54663,89.4,1.3
0500000US37051,37051,"Cumberland County, North Carolina",295143,89,0.4
0500000US46071,46071,"Jackson County, South Dakota",2912,84.9,4.1
0500000US05109,5109,"Pike County, Arkansas",10570,94.5,1
0500000US46111,46111,"Sanborn County, South Dakota",2225,94.2,5.8
0500000US45037,45037,"Edgefield County, South Carolina",25405,94.1,0.7
0500000US46003,46003,"Aurora County, South Dakota",2529,93.7,2.2
0500000US55015,55015,"Calumet County, Wisconsin",46043,93.5,0.6
0500000US30103,30103,"Treasure County, Montana",686,93.1,3.8
0500000US37127,37127,"Nash County, North Carolina",89872,93.1,0.6
0500000US48499,48499,"Wood County, Texas",39951,93,0.7
0500000US48009,48009,"Archer County, Texas",8460,92.8,1.3
0500000US37021,37021,"Buncombe County, North Carolina",228601,92.6,0.6
0500000US55121,55121,"Trempealeau County, Wisconsin",27141,92.6,0.7
0500000US51171,51171,"Shenandoah County, Virginia",39833,92.5,0.8
0500000US27153,27153,"Todd County, Minnesota",23033,92.1,1.1
0500000US37069,37069,"Franklin County, North Carolina",57390,92.1,0.7
0500000US31153,31153,"Sarpy County, Nebraska",149340,91.8,0.5
0500000US20035,20035,"Cowley County, Kansas",33825,91.7,0.8
0500000US16045,16045,"Gem County, Idaho",15742,91.6,1.1
0500000US13153,13153,"Houston County, Georgia",132938,91.5,0.7
0500000US49053,49053,"Washington County, Utah",129910,91.5,0.7
0500000US37097,37097,"Iredell County, North Carolina",151557,91.4,0.5
0500000US19183,19183,"Washington County, Iowa",20517,91.3,1.2
0500000US40027,40027,"Cleveland County, Oklahoma",244580,90.6,0.5
0500000US06023,6023,"Humboldt County, California",127149,90.3,0.8
0500000US48221,48221,"Hood County, Texas",48921,90.3,0.9
0500000US09005,9005,"Litchfield County, Connecticut",179983,90.2,0.5
0500000US12019,12019,"Clay County, Florida",181232,90.2,0.7
0500000US13069,13069,"Coffee County, Georgia",39813,90.2,1.5
0500000US31123,31123,"Morrill County, Nebraska",4685,90.2,1.7
